"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
"26372",32,"services","single","secondary","no",5806,"yes","no","cellular",20,"nov",1503,2,-1,0,"unknown","yes"
"36899",36,"technician","married","secondary","no",186,"yes","no","cellular",12,"may",187,3,-1,0,"unknown","no"
"26399",39,"blue-collar","single","secondary","no",519,"yes","yes","cellular",20,"nov",149,1,155,14,"failure","no"
"7090",48,"blue-collar","married","secondary","no",48,"yes","yes","unknown",29,"may",144,1,-1,0,"unknown","no"
"43188",37,"management","single","tertiary","no",1027,"yes","no","cellular",2,"mar",313,1,152,2,"success","yes"
"27824",34,"unknown","single","secondary","no",859,"no","no","cellular",28,"jan",829,1,-1,0,"unknown","yes"
"19139",49,"admin.","married","secondary","no",2254,"no","no","cellular",5,"aug",77,1,-1,0,"unknown","no"
"3916",30,"services","single","tertiary","no",136,"yes","yes","unknown",16,"may",208,5,-1,0,"unknown","no"
"34473",55,"management","divorced","tertiary","no",2625,"yes","no","cellular",5,"may",286,1,252,3,"failure","no"
"7613",37,"technician","single","secondary","no",428,"yes","no","unknown",30,"may",107,1,-1,0,"unknown","no"
"14847",31,"technician","divorced","secondary","no",105,"yes","no","cellular",16,"jul",72,1,-1,0,"unknown","no"
"23064",38,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",101,4,-1,0,"unknown","no"
"12889",28,"blue-collar","married","primary","no",-196,"no","no","cellular",7,"jul",209,1,-1,0,"unknown","no"
"32921",32,"self-employed","divorced","primary","no",0,"yes","no","cellular",17,"apr",232,2,-1,0,"unknown","no"
"18060",46,"self-employed","single","primary","no",2032,"no","no","cellular",30,"jul",424,2,-1,0,"unknown","no"
"15240",60,"retired","married","secondary","no",-222,"no","no","cellular",17,"jul",82,2,-1,0,"unknown","no"
"31058",72,"retired","married","tertiary","no",0,"no","no","cellular",13,"feb",99,1,-1,0,"unknown","yes"
"34652",55,"services","married","secondary","no",-626,"yes","yes","cellular",5,"may",369,2,278,5,"failure","no"
"39107",38,"entrepreneur","married","tertiary","no",170,"yes","no","cellular",18,"may",442,1,-1,0,"unknown","yes"
"2753",43,"blue-collar","married","primary","no",4998,"yes","no","unknown",14,"may",93,4,-1,0,"unknown","no"
"20253",40,"housemaid","married","secondary","no",116,"no","no","cellular",11,"aug",1099,4,-1,0,"unknown","no"
"21057",54,"entrepreneur","married","tertiary","no",345,"no","no","cellular",14,"aug",183,6,-1,0,"unknown","no"
"9048",52,"housemaid","married","secondary","no",14363,"no","no","unknown",5,"jun",132,1,-1,0,"unknown","no"
"34886",34,"management","divorced","tertiary","no",-401,"yes","no","cellular",6,"may",378,1,-1,0,"unknown","no"
"41583",50,"management","divorced","tertiary","no",810,"no","no","cellular",15,"sep",91,1,103,3,"success","yes"
"34885",33,"admin.","married","secondary","no",2468,"yes","yes","cellular",6,"may",84,1,282,4,"failure","no"
"45064",75,"retired","married","tertiary","no",4912,"no","no","telephone",20,"oct",238,2,183,5,"failure","no"
"16689",35,"blue-collar","married","secondary","no",1290,"yes","no","cellular",24,"jul",211,1,-1,0,"unknown","no"
"31529",48,"admin.","divorced","secondary","no",4099,"no","no","cellular",2,"apr",397,2,-1,0,"unknown","yes"
"25127",55,"services","married","secondary","no",3546,"yes","yes","cellular",18,"nov",588,1,110,2,"failure","no"
"32422",47,"entrepreneur","divorced","secondary","no",392,"yes","yes","cellular",16,"apr",279,3,148,1,"failure","no"
"24865",38,"management","single","tertiary","no",1515,"yes","no","cellular",18,"nov",134,1,110,5,"failure","no"
"38272",35,"housemaid","married","tertiary","no",1265,"yes","no","cellular",15,"may",326,5,179,4,"failure","yes"
"31438",26,"admin.","single","secondary","no",1327,"no","no","cellular",30,"mar",171,4,-1,0,"unknown","no"
"29080",48,"services","married","secondary","no",74,"no","no","cellular",2,"feb",201,1,-1,0,"unknown","no"
"24039",46,"technician","divorced","secondary","no",-90,"no","yes","telephone",17,"oct",270,1,-1,0,"unknown","yes"
"19059",48,"blue-collar","married","primary","no",574,"no","no","cellular",5,"aug",348,1,-1,0,"unknown","no"
"44751",28,"management","married","tertiary","no",12,"yes","no","cellular",9,"sep",202,1,-1,0,"unknown","yes"
"34300",30,"entrepreneur","single","secondary","no",572,"yes","no","cellular",4,"may",220,4,-1,0,"unknown","no"
"30459",40,"blue-collar","married","primary","no",665,"yes","no","cellular",5,"feb",177,3,211,1,"success","no"
"18747",35,"services","married","secondary","no",-12,"no","no","cellular",31,"jul",83,4,-1,0,"unknown","no"
"32505",59,"management","married","primary","no",2358,"yes","no","cellular",17,"apr",30,1,-1,0,"unknown","no"
"475",34,"admin.","married","secondary","no",869,"no","no","unknown",6,"may",1677,1,-1,0,"unknown","yes"
"3558",46,"blue-collar","married","secondary","no",668,"yes","no","unknown",15,"may",1263,2,-1,0,"unknown","yes"
"6730",53,"blue-collar","single","primary","no",-137,"yes","yes","unknown",28,"may",72,1,-1,0,"unknown","no"
"35595",39,"services","single","secondary","no",403,"yes","no","cellular",7,"may",1262,3,-1,0,"unknown","yes"
"40400",41,"unknown","single","tertiary","no",1567,"no","no","cellular",1,"jul",291,2,-1,0,"unknown","no"
"44109",69,"retired","married","secondary","no",2473,"no","no","cellular",8,"jul",967,3,-1,0,"unknown","yes"
"32506",56,"retired","married","secondary","no",3738,"yes","no","cellular",17,"apr",156,1,305,6,"other","yes"
"9146",41,"housemaid","married","secondary","no",879,"no","no","unknown",5,"jun",1053,2,-1,0,"unknown","yes"
"40392",45,"management","married","tertiary","no",1529,"no","no","cellular",30,"jun",160,1,-1,0,"unknown","no"
"44042",48,"admin.","single","secondary","no",1544,"yes","no","telephone",30,"jun",263,1,450,2,"failure","yes"
"42819",20,"student","single","primary","no",0,"no","no","cellular",1,"feb",143,5,91,8,"failure","no"
"40338",30,"technician","single","secondary","no",2567,"no","no","cellular",18,"jun",813,4,-1,0,"unknown","yes"
"2657",24,"blue-collar","married","primary","no",-427,"yes","no","unknown",13,"may",165,3,-1,0,"unknown","no"
"39391",37,"services","married","secondary","no",1543,"yes","no","cellular",22,"may",298,1,10,6,"failure","yes"
"19555",35,"management","married","tertiary","no",175,"yes","no","cellular",7,"aug",257,2,-1,0,"unknown","no"
"41970",76,"retired","married","secondary","no",4112,"no","no","telephone",23,"oct",282,2,-1,0,"unknown","yes"
"2937",49,"blue-collar","married","primary","no",0,"yes","no","unknown",14,"may",151,2,-1,0,"unknown","no"
"15522",28,"admin.","single","secondary","no",305,"yes","no","telephone",18,"jul",277,1,-1,0,"unknown","no"
"19278",47,"technician","married","secondary","no",2480,"no","no","cellular",6,"aug",763,2,-1,0,"unknown","yes"
"44214",31,"management","divorced","tertiary","no",414,"no","yes","cellular",16,"jul",241,1,-1,0,"unknown","yes"
"32001",29,"services","divorced","secondary","no",84,"yes","no","cellular",13,"apr",1101,2,-1,0,"unknown","yes"
"10875",38,"blue-collar","married","secondary","no",5092,"yes","no","unknown",17,"jun",145,6,-1,0,"unknown","no"
"29511",32,"management","single","tertiary","no",2360,"no","no","cellular",3,"feb",152,2,160,5,"other","yes"
"44847",41,"technician","married","secondary","no",1819,"no","no","cellular",22,"sep",397,1,371,3,"failure","yes"
"3848",24,"services","single","secondary","no",0,"no","no","unknown",16,"may",280,1,-1,0,"unknown","no"
"41980",73,"retired","married","primary","no",542,"no","no","cellular",26,"oct",355,1,180,5,"failure","yes"
"25964",44,"management","single","tertiary","no",709,"yes","no","cellular",19,"nov",54,1,-1,0,"unknown","no"
"415",36,"entrepreneur","married","tertiary","no",1169,"yes","no","unknown",6,"may",168,2,-1,0,"unknown","no"
"2285",34,"admin.","single","secondary","no",1504,"yes","no","unknown",12,"may",395,3,-1,0,"unknown","no"
"26928",34,"management","married","tertiary","no",3167,"yes","yes","cellular",21,"nov",152,1,-1,0,"unknown","no"
"10893",40,"entrepreneur","married","secondary","no",780,"yes","no","unknown",17,"jun",163,1,-1,0,"unknown","no"
"30759",50,"technician","divorced","secondary","no",-298,"yes","no","cellular",6,"feb",68,8,-1,0,"unknown","no"
"32312",47,"entrepreneur","married","secondary","no",1375,"yes","no","telephone",16,"apr",272,2,321,7,"failure","no"
"13400",54,"management","married","secondary","no",4816,"no","yes","cellular",9,"jul",406,1,-1,0,"unknown","no"
"44043",19,"student","single","secondary","no",424,"no","no","cellular",30,"jun",121,3,195,2,"other","no"
"9932",41,"unemployed","married","tertiary","no",1666,"no","no","unknown",9,"jun",291,3,-1,0,"unknown","no"
"17337",32,"management","married","tertiary","no",273,"yes","no","cellular",28,"jul",231,10,-1,0,"unknown","no"
"9278",40,"blue-collar","married","primary","no",1613,"yes","no","unknown",5,"jun",541,3,-1,0,"unknown","no"
"43947",49,"technician","married","tertiary","no",1071,"no","no","cellular",17,"jun",169,1,-1,0,"unknown","yes"
"8800",33,"blue-collar","married","secondary","no",355,"yes","no","unknown",4,"jun",87,3,-1,0,"unknown","no"
"43589",33,"management","single","tertiary","no",952,"yes","no","cellular",29,"apr",1241,5,-1,0,"unknown","yes"
"38878",48,"management","single","tertiary","no",336,"yes","no","cellular",18,"may",17,1,369,4,"other","no"
"40570",73,"management","married","tertiary","no",1609,"no","no","cellular",14,"jul",169,2,-1,0,"unknown","yes"
"44616",34,"admin.","single","tertiary","no",625,"no","yes","unknown",31,"aug",34,1,-1,0,"unknown","yes"
"41249",48,"housemaid","married","tertiary","no",5473,"no","no","cellular",24,"aug",232,2,-1,0,"unknown","yes"
"6984",51,"management","single","unknown","no",-461,"yes","no","unknown",28,"may",33,2,-1,0,"unknown","no"
"40824",34,"blue-collar","single","secondary","no",1923,"no","no","cellular",11,"aug",159,1,-1,0,"unknown","no"
"42666",32,"admin.","married","secondary","no",51,"yes","yes","cellular",14,"jan",203,1,87,2,"other","yes"
"30169",34,"services","married","secondary","no",314,"yes","yes","telephone",5,"feb",114,3,-1,0,"unknown","no"
"39594",59,"management","divorced","tertiary","no",81,"no","no","cellular",26,"may",140,1,-1,0,"unknown","no"
"27116",43,"entrepreneur","single","tertiary","no",5347,"no","no","cellular",21,"nov",189,3,-1,0,"unknown","no"
"10671",37,"admin.","single","tertiary","no",12581,"no","no","unknown",16,"jun",155,4,-1,0,"unknown","no"
"9960",35,"admin.","married","secondary","no",-521,"no","yes","unknown",9,"jun",71,2,-1,0,"unknown","no"
"42130",36,"management","single","tertiary","no",62,"yes","no","cellular",3,"nov",566,1,182,7,"failure","yes"
"22050",31,"technician","single","secondary","no",36,"no","no","cellular",20,"aug",99,3,-1,0,"unknown","no"
"31299",70,"retired","married","secondary","no",6422,"no","no","cellular",10,"mar",122,1,-1,0,"unknown","yes"
"26030",37,"management","single","tertiary","no",6964,"no","no","cellular",19,"nov",223,3,-1,0,"unknown","no"
"34792",35,"technician","divorced","secondary","no",84,"yes","yes","cellular",6,"may",954,1,-1,0,"unknown","yes"
"36464",48,"technician","single","tertiary","no",-551,"yes","no","cellular",11,"may",168,2,-1,0,"unknown","no"
"37612",49,"blue-collar","married","secondary","no",-454,"yes","no","cellular",14,"may",558,1,-1,0,"unknown","yes"
"11830",52,"blue-collar","married","secondary","no",1500,"no","yes","unknown",20,"jun",109,3,-1,0,"unknown","no"
"13474",41,"services","divorced","tertiary","no",1583,"yes","no","cellular",9,"jul",662,1,-1,0,"unknown","yes"
"44982",52,"technician","married","secondary","no",553,"yes","no","telephone",11,"oct",160,1,-1,0,"unknown","no"
"42176",60,"self-employed","married","tertiary","no",10861,"no","no","cellular",9,"nov",98,1,91,2,"failure","yes"
"34216",36,"services","single","secondary","no",365,"no","no","cellular",4,"may",643,1,-1,0,"unknown","yes"
"45038",45,"management","single","tertiary","no",2048,"yes","no","cellular",18,"oct",310,1,804,1,"failure","yes"
"23152",36,"management","married","secondary","no",699,"no","no","cellular",26,"aug",20,8,-1,0,"unknown","no"
"26024",46,"services","divorced","secondary","no",15,"no","no","cellular",19,"nov",314,3,-1,0,"unknown","no"
"8254",48,"unemployed","married","primary","no",1849,"yes","no","unknown",2,"jun",345,3,-1,0,"unknown","no"
"27902",50,"admin.","married","primary","no",495,"no","no","cellular",28,"jan",93,1,-1,0,"unknown","no"
"42648",24,"student","single","secondary","no",3176,"no","no","cellular",13,"jan",108,2,-1,0,"unknown","yes"
"31291",37,"unemployed","single","tertiary","no",1316,"yes","no","cellular",10,"mar",350,2,112,3,"failure","yes"
"29301",29,"admin.","single","secondary","no",-498,"yes","no","cellular",2,"feb",99,3,227,14,"failure","no"
"45042",29,"management","single","tertiary","no",600,"yes","no","cellular",18,"oct",170,5,-1,0,"unknown","no"
"29779",41,"blue-collar","married","primary","no",201,"yes","no","cellular",4,"feb",69,1,1,1,"success","no"
"21858",42,"management","divorced","tertiary","no",0,"yes","no","cellular",20,"aug",155,4,-1,0,"unknown","no"
"33885",36,"unemployed","single","tertiary","no",1291,"no","no","cellular",30,"apr",195,1,86,1,"success","yes"
"22038",45,"admin.","married","secondary","no",236,"no","no","cellular",20,"aug",703,2,-1,0,"unknown","yes"
"42995",61,"retired","married","tertiary","no",5267,"no","no","cellular",11,"feb",226,3,-1,0,"unknown","yes"
"40201",31,"technician","single","tertiary","no",252,"no","no","cellular",8,"jun",107,3,-1,0,"unknown","yes"
"37787",39,"blue-collar","married","secondary","no",300,"yes","no","cellular",14,"may",506,1,-1,0,"unknown","no"
"17039",30,"technician","single","secondary","no",1625,"yes","no","cellular",25,"jul",90,3,-1,0,"unknown","no"
"13761",29,"services","married","secondary","no",13,"no","no","cellular",10,"jul",90,1,-1,0,"unknown","no"
"41185",25,"entrepreneur","single","tertiary","no",347,"no","no","cellular",20,"aug",267,1,-1,0,"unknown","yes"
"16493",51,"technician","married","secondary","no",0,"no","yes","cellular",23,"jul",68,3,-1,0,"unknown","no"
"41397",70,"retired","married","secondary","no",2626,"no","no","cellular",2,"sep",140,2,-1,0,"unknown","yes"
"45094",37,"technician","married","secondary","no",480,"no","no","cellular",22,"oct",344,2,182,8,"other","yes"
"39885",53,"admin.","married","secondary","no",109,"no","no","telephone",2,"jun",270,1,-1,0,"unknown","yes"
"15428",46,"admin.","single","secondary","no",19,"yes","yes","cellular",18,"jul",328,1,-1,0,"unknown","no"
"38082",30,"services","single","secondary","no",326,"yes","no","cellular",14,"may",197,4,-1,0,"unknown","no"
"12136",51,"management","married","primary","no",6298,"yes","no","unknown",20,"jun",14,3,-1,0,"unknown","no"
"36834",29,"student","single","secondary","no",3872,"yes","no","cellular",12,"may",453,2,-1,0,"unknown","no"
"16510",50,"retired","married","primary","no",14,"no","yes","telephone",23,"jul",83,4,-1,0,"unknown","no"
"36215",28,"services","single","secondary","no",117,"yes","no","cellular",11,"may",133,1,-1,0,"unknown","no"
"23125",30,"management","single","tertiary","no",21,"no","no","cellular",26,"aug",61,7,-1,0,"unknown","no"
"33962",31,"management","married","tertiary","no",1331,"no","no","cellular",30,"apr",297,1,86,3,"success","yes"
"43228",54,"housemaid","married","tertiary","no",2473,"no","no","cellular",5,"mar",607,2,-1,0,"unknown","yes"
"20023",32,"entrepreneur","married","primary","no",795,"no","no","cellular",8,"aug",131,3,-1,0,"unknown","no"
"13794",32,"blue-collar","single","secondary","no",1143,"yes","yes","cellular",10,"jul",412,1,-1,0,"unknown","no"
"34876",47,"entrepreneur","married","unknown","no",1481,"yes","no","cellular",6,"may",64,2,364,3,"failure","no"
"23583",50,"blue-collar","married","secondary","no",6288,"no","no","cellular",28,"aug",20,14,-1,0,"unknown","no"
"26660",38,"blue-collar","married","secondary","no",789,"yes","no","cellular",20,"nov",120,4,196,1,"other","no"
"41476",45,"management","single","tertiary","no",1411,"no","no","cellular",7,"sep",800,2,102,3,"failure","yes"
"30686",56,"retired","married","secondary","no",488,"no","no","telephone",6,"feb",146,4,-1,0,"unknown","no"
"17105",57,"retired","divorced","primary","no",63,"no","yes","cellular",25,"jul",1448,17,-1,0,"unknown","yes"
"44572",29,"technician","single","secondary","no",113,"no","no","cellular",16,"aug",159,2,185,6,"success","no"
"31578",43,"unemployed","married","secondary","no",1943,"yes","no","cellular",3,"apr",273,2,136,2,"failure","no"
"34387",32,"management","single","secondary","no",388,"no","no","telephone",4,"may",846,2,-1,0,"unknown","no"
"32189",40,"admin.","single","secondary","no",985,"yes","no","cellular",15,"apr",313,3,145,5,"other","no"
"43384",33,"admin.","single","tertiary","no",7608,"no","no","cellular",30,"mar",238,4,-1,0,"unknown","yes"
"4766",31,"blue-collar","married","secondary","no",3311,"yes","no","unknown",20,"may",719,1,-1,0,"unknown","yes"
"19767",60,"management","married","tertiary","no",73,"no","no","telephone",8,"aug",243,2,-1,0,"unknown","yes"
"42957",25,"student","single","secondary","no",125,"no","no","cellular",9,"feb",215,1,92,2,"success","yes"
"25082",31,"blue-collar","married","secondary","no",5345,"yes","no","cellular",18,"nov",260,1,-1,0,"unknown","no"
"40197",37,"unknown","single","tertiary","no",0,"no","no","cellular",8,"jun",257,2,97,1,"success","yes"
"37124",34,"blue-collar","married","secondary","no",1089,"yes","no","cellular",13,"may",394,3,-1,0,"unknown","yes"
"28244",26,"blue-collar","single","primary","no",941,"no","no","cellular",29,"jan",1165,1,-1,0,"unknown","yes"
"41739",42,"management","married","unknown","no",849,"yes","no","cellular",8,"oct",667,1,321,1,"other","yes"
"16034",37,"technician","married","secondary","no",54,"yes","yes","cellular",22,"jul",106,2,-1,0,"unknown","no"
"12900",32,"admin.","single","secondary","no",212,"no","no","cellular",7,"jul",830,5,-1,0,"unknown","yes"
"7540",52,"management","married","secondary","no",428,"yes","no","unknown",30,"may",153,1,-1,0,"unknown","no"
"38465",32,"management","married","secondary","no",134,"yes","yes","cellular",15,"may",532,3,-1,0,"unknown","yes"
"14338",60,"management","divorced","primary","no",21,"no","yes","telephone",14,"jul",113,3,-1,0,"unknown","no"
"28257",30,"admin.","single","secondary","no",19,"no","no","cellular",29,"jan",372,1,-1,0,"unknown","no"
"36080",37,"blue-collar","married","primary","no",0,"no","no","telephone",11,"may",108,2,306,1,"failure","no"
"35925",38,"technician","divorced","secondary","no",566,"yes","no","cellular",8,"may",44,2,275,2,"failure","no"
"21814",49,"services","married","secondary","no",314,"no","no","cellular",20,"aug",30,2,-1,0,"unknown","no"
"18451",59,"retired","married","primary","no",488,"no","no","cellular",31,"jul",231,2,-1,0,"unknown","no"
"25792",47,"blue-collar","married","secondary","no",538,"no","yes","cellular",19,"nov",131,1,-1,0,"unknown","no"
"2270",32,"admin.","single","secondary","no",1466,"yes","no","unknown",12,"may",264,2,-1,0,"unknown","no"
"11207",47,"management","married","tertiary","no",414,"no","no","unknown",18,"jun",387,1,-1,0,"unknown","no"
"15249",30,"blue-collar","married","primary","no",-199,"yes","yes","telephone",17,"jul",207,10,-1,0,"unknown","no"
"37017",40,"management","single","tertiary","no",406,"yes","no","cellular",13,"may",130,1,371,1,"failure","no"
"17743",57,"management","married","tertiary","no",1602,"no","no","cellular",29,"jul",339,3,-1,0,"unknown","no"
"1628",45,"admin.","married","secondary","no",180,"yes","no","unknown",9,"may",218,1,-1,0,"unknown","no"
"19524",55,"blue-collar","married","primary","no",1086,"yes","no","cellular",7,"aug",148,2,-1,0,"unknown","no"
"13930",47,"admin.","married","secondary","no",3386,"no","yes","cellular",10,"jul",360,17,-1,0,"unknown","no"
"25464",53,"management","married","tertiary","no",57,"no","yes","cellular",19,"nov",84,3,-1,0,"unknown","no"
"6940",33,"technician","single","secondary","no",-409,"yes","no","unknown",28,"may",96,1,-1,0,"unknown","no"
"44082",24,"admin.","single","tertiary","no",674,"yes","no","cellular",6,"jul",267,1,-1,0,"unknown","yes"
"35784",37,"blue-collar","married","secondary","no",3653,"yes","no","cellular",8,"may",525,1,-1,0,"unknown","no"
"43409",19,"student","single","secondary","no",394,"no","no","cellular",5,"apr",327,3,-1,0,"unknown","yes"
"32406",38,"technician","married","secondary","no",183,"yes","no","cellular",16,"apr",256,3,339,2,"failure","no"
"2837",52,"services","married","secondary","no",2257,"yes","no","unknown",14,"may",203,1,-1,0,"unknown","no"
"17206",52,"blue-collar","married","primary","no",4711,"yes","no","cellular",28,"jul",228,2,-1,0,"unknown","no"
"4885",31,"blue-collar","married","secondary","no",1243,"yes","no","unknown",21,"may",32,1,-1,0,"unknown","no"
"12349",32,"blue-collar","single","secondary","yes",130,"no","no","unknown",26,"jun",406,2,-1,0,"unknown","no"
"35393",51,"technician","married","secondary","no",-1944,"yes","no","cellular",7,"may",623,1,-1,0,"unknown","yes"
"35864",36,"management","single","tertiary","no",1531,"yes","no","cellular",8,"may",81,3,170,1,"failure","no"
"39028",30,"services","married","secondary","no",1256,"yes","no","cellular",18,"may",123,3,-1,0,"unknown","no"
"6162",39,"services","single","secondary","no",326,"yes","no","unknown",27,"may",115,1,-1,0,"unknown","no"
"41936",35,"technician","married","secondary","no",2779,"no","no","cellular",22,"oct",118,2,-1,0,"unknown","yes"
"27712",50,"admin.","divorced","secondary","no",797,"yes","no","telephone",21,"nov",205,3,119,8,"failure","no"
"32872",28,"management","single","tertiary","no",175,"yes","no","cellular",17,"apr",219,1,-1,0,"unknown","no"
"1155",28,"admin.","single","secondary","no",260,"yes","no","unknown",7,"may",374,2,-1,0,"unknown","no"
"12322",32,"admin.","single","tertiary","no",328,"yes","yes","unknown",26,"jun",271,1,-1,0,"unknown","no"
"16068",41,"management","divorced","unknown","no",465,"yes","no","cellular",22,"jul",1508,1,-1,0,"unknown","yes"
"42978",61,"retired","married","tertiary","no",2557,"yes","no","cellular",10,"feb",158,2,92,5,"success","yes"
"38170",27,"blue-collar","married","primary","no",1535,"yes","no","cellular",15,"may",238,1,-1,0,"unknown","no"
"21531",39,"technician","married","secondary","no",3494,"yes","no","cellular",19,"aug",344,4,-1,0,"unknown","no"
"30658",33,"student","single","tertiary","no",882,"yes","no","cellular",6,"feb",311,1,-1,0,"unknown","no"
"31127",24,"blue-collar","single","secondary","no",167,"no","yes","cellular",18,"feb",134,2,-1,0,"unknown","yes"
"45121",32,"technician","married","secondary","no",1547,"no","no","cellular",26,"oct",289,1,805,4,"other","yes"
"42394",60,"retired","divorced","tertiary","no",4,"yes","no","cellular",2,"dec",415,1,190,5,"failure","yes"
"30054",43,"blue-collar","married","secondary","no",953,"yes","no","cellular",4,"feb",765,2,-1,0,"unknown","yes"
"34274",36,"blue-collar","married","secondary","no",218,"yes","no","cellular",4,"may",619,6,-1,0,"unknown","yes"
"7437",31,"management","single","tertiary","no",457,"yes","no","unknown",29,"may",38,9,-1,0,"unknown","no"
"26678",37,"blue-collar","single","primary","no",315,"no","no","cellular",20,"nov",352,1,-1,0,"unknown","no"
"41656",35,"management","married","tertiary","no",611,"no","no","cellular",1,"oct",305,2,121,1,"success","yes"
"2586",46,"management","married","tertiary","no",618,"yes","no","unknown",13,"may",54,3,-1,0,"unknown","no"
"3672",45,"blue-collar","divorced","primary","no",104,"yes","no","unknown",16,"may",206,4,-1,0,"unknown","no"
"12328",28,"blue-collar","married","primary","no",702,"yes","no","unknown",26,"jun",318,2,-1,0,"unknown","no"
"33934",42,"blue-collar","married","primary","no",201,"yes","no","cellular",30,"apr",841,1,85,2,"failure","yes"
"22046",40,"technician","single","secondary","no",34,"no","no","cellular",20,"aug",66,3,-1,0,"unknown","no"
"24845",35,"management","single","secondary","no",5260,"yes","no","cellular",18,"nov",59,1,182,2,"failure","no"
"37506",30,"technician","single","tertiary","no",106,"yes","no","cellular",13,"may",119,3,-1,0,"unknown","no"
"40683",34,"admin.","married","tertiary","no",35,"yes","no","cellular",7,"aug",88,2,-1,0,"unknown","no"
"1640",28,"admin.","married","secondary","no",252,"yes","no","unknown",9,"may",448,1,-1,0,"unknown","no"
"10081",27,"technician","single","unknown","no",555,"no","no","unknown",11,"jun",240,9,-1,0,"unknown","no"
"45205",73,"retired","married","secondary","no",2850,"no","no","cellular",17,"nov",300,1,40,8,"failure","yes"
"42205",27,"admin.","single","secondary","no",4590,"yes","no","cellular",10,"nov",131,4,89,3,"failure","yes"
"19378",46,"blue-collar","married","primary","no",874,"no","no","cellular",6,"aug",996,1,-1,0,"unknown","yes"
"6516",25,"technician","divorced","tertiary","no",174,"no","yes","unknown",27,"may",350,4,-1,0,"unknown","no"
"29873",29,"technician","divorced","secondary","no",328,"yes","yes","cellular",4,"feb",25,1,-1,0,"unknown","no"
"43264",61,"retired","married","secondary","no",2801,"yes","yes","cellular",10,"mar",239,1,-1,0,"unknown","yes"
"14929",50,"management","married","secondary","no",1165,"no","no","cellular",16,"jul",455,1,-1,0,"unknown","yes"
"2529",53,"retired","married","secondary","no",-27,"no","no","unknown",13,"may",209,9,-1,0,"unknown","no"
"23913",48,"management","married","tertiary","no",494,"no","no","cellular",29,"aug",81,8,-1,0,"unknown","no"
"14701",28,"admin.","married","secondary","no",317,"yes","no","cellular",15,"jul",673,2,-1,0,"unknown","no"
"42700",47,"blue-collar","married","secondary","no",820,"no","no","cellular",18,"jan",262,1,91,1,"success","yes"
"28002",46,"technician","divorced","tertiary","no",0,"no","no","cellular",28,"jan",1199,2,-1,0,"unknown","yes"
"33735",32,"management","single","tertiary","no",10281,"no","no","cellular",22,"apr",400,1,-1,0,"unknown","yes"
"18127",35,"management","married","tertiary","no",-468,"yes","no","cellular",30,"jul",540,8,-1,0,"unknown","yes"
"4079",48,"technician","married","secondary","no",522,"yes","no","unknown",19,"may",71,1,-1,0,"unknown","no"
"39780",46,"technician","single","secondary","no",5862,"no","no","cellular",1,"jun",84,1,-1,0,"unknown","yes"
"14891",31,"admin.","divorced","secondary","no",1210,"no","no","cellular",16,"jul",350,1,-1,0,"unknown","no"
"24359",46,"management","single","tertiary","no",46,"no","yes","cellular",17,"nov",80,1,152,1,"failure","no"
"9369",38,"management","married","secondary","no",794,"yes","no","unknown",6,"jun",50,3,-1,0,"unknown","no"
"42297",27,"blue-collar","single","secondary","no",535,"no","no","cellular",16,"nov",183,1,94,1,"success","yes"
"27931",26,"unemployed","single","secondary","no",340,"no","no","cellular",28,"jan",128,1,-1,0,"unknown","no"
"42081",36,"blue-collar","married","secondary","no",1193,"no","no","cellular",30,"oct",640,1,-1,0,"unknown","yes"
"33004",45,"blue-collar","married","unknown","no",349,"yes","no","cellular",17,"apr",179,2,336,2,"other","no"
"41937",30,"technician","single","tertiary","no",411,"no","no","cellular",22,"oct",127,3,149,2,"failure","yes"
"21717",58,"retired","married","tertiary","no",258,"no","yes","cellular",19,"aug",285,1,-1,0,"unknown","no"
"39490",31,"admin.","single","tertiary","no",117,"yes","no","cellular",25,"may",77,1,-1,0,"unknown","no"
"863",37,"services","married","primary","no",52,"yes","no","unknown",7,"may",359,1,-1,0,"unknown","no"
"33290",37,"entrepreneur","married","primary","no",1529,"yes","no","cellular",20,"apr",201,3,-1,0,"unknown","no"
"8772",26,"services","married","secondary","no",-285,"yes","yes","unknown",4,"jun",279,1,-1,0,"unknown","no"
"42188",42,"management","married","tertiary","no",2816,"no","no","cellular",10,"nov",193,2,-1,0,"unknown","yes"
"134",55,"admin.","single","secondary","no",802,"yes","yes","unknown",5,"may",100,2,-1,0,"unknown","no"
"43937",38,"student","divorced","tertiary","no",2946,"no","no","cellular",16,"jun",605,3,-1,0,"unknown","yes"
"23617",48,"management","married","tertiary","no",0,"no","no","cellular",28,"aug",16,16,-1,0,"unknown","no"
"36052",49,"services","divorced","secondary","no",579,"yes","no","cellular",11,"may",158,1,-1,0,"unknown","no"
"10793",60,"management","married","primary","no",0,"no","no","unknown",17,"jun",442,1,-1,0,"unknown","no"
"24572",49,"admin.","married","secondary","no",0,"yes","no","cellular",17,"nov",201,1,-1,0,"unknown","no"
"22594",38,"housemaid","married","secondary","no",316,"no","no","cellular",22,"aug",101,4,-1,0,"unknown","no"
"993",38,"blue-collar","single","secondary","no",-1,"yes","no","unknown",7,"may",72,1,-1,0,"unknown","no"
